text	Museo	Estrellas	Fecha de la visita	Fecha de la opinión	Enlace
Un sitio peculiar. Hay museos peculiares en España y este es uno de ellos. No solo de cuadros vive el arte. En el museo del vídrio hay cristaleras espectaculares, vasos y otros utensilios de cocina chulísimos, y no dejéis de ir en Navidad para ver su Belén de porcelana.	Museo del Vidrio y del Cristal	5	Dec-19	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r750235930-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Sorpresa ante un tipo de arte desconocido. En particular, no esperaba nada nuevo sobre este museo tan diferente frente a los que suelo visitar. Pero tres son los factores que me «encandilaron» en esta experiencia: el vidrio y las diferentes formas y colores que adopta, la casa palacio y, lo mejor, la explicación de la guía del lugar, con la que todo aquello toma vida. La guía sabe de arte, como se dice popularmente ahí en el Sur, una «jartá». Enhorabuena por ese museo que lleva camino de ser toda una institución.	Museo del Vidrio y del Cristal	5	Feb-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r749863083-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Museo del Cristal y del Vidrio Málaga. Excelente visita guiada por el director. Trasmite pasión por mostrar el contenido del museo al visitante (piezas de arte decorativas, mobiliario...) por lo que el visitante se marcha encantado de la experiencia vivida.	Museo del Vidrio y del Cristal	5	Feb-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r748525194-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Gran variedad de creaciones artísticas. En su interior puedes ver ambientado en una antigua posada con una cuidada decoración diferentes piezas de vidrio y cristal, desde algunas muy antiguas procedentes de Egipto a otras más cotidianas de los años 60 o 70. Además, vidrieras y otras obras de arte. Si te gusta este tipo de objetos, visítalo.	Museo del Vidrio y del Cristal	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r745021256-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
UNA HISTORIA DEL VIDRIO Y EL CRISTAL. Este museo cuenta con una amplia colección de objetos de vidrio y cristal desde sus orígenes históricos hasta la actualidad, contando con piezas de gran belleza. Destaca su colección de vidrieras elaboradas con diferentes técnicas. El edificio también es muy bello y bien conservado, lo que aporta un valor adicional a la visita.	Museo del Vidrio y del Cristal	5	May-19	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r743954318-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Visita muy buena a ese gran desconocido. El Museo del Vidrio y del Cristal es un gran desconocido en Málaga. Merece la pena dedicarle unas horas a su visita. Solo se pueden hacer visitas guiadas, pero son muy agradables e instructivas, sobre todo si se tiene la suerte de que te atienda el propio dueño de la mansión y del museo. No solo impresiona el cristal, ya que el mobiliario, cuadros, lámparas, alfombras, etc. son dignas de verse. En resumen, una visita que nadie debe perderse.	Museo del Vidrio y del Cristal	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r743753718-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Increíble museo en Málaga, ese GRAN desconocido. No se puede concebir una visita cultural a Málaga sin incluir el museo de vidrio. Tenemos un genial museo y es el gran desconocido de la ciudad y de los malagueños.	Museo del Vidrio y del Cristal	5	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r738817145-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Trato demencial... Hemos ido a ver el Belén del museo con niños y nos han tratado fatal. El encargado, de muy malas formas, nos ha dicho que no volviésemos, después de varios comentarios despectivos hacia los niños... Nada recomendable y debería actuar el ayuntamiento para evitar este tipo de tratos a los turistas que dan de comer...	Museo del Vidrio y del Cristal	1	Dec-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r731147292-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Merece la pena. Te quedas con la boca abierta, un lugar que si vienes a Málaga debes de anotar en tu agenda y si eres de Málaga y no lo conoces no sabes lo que te pierdes.	Museo del Vidrio y del Cristal	5	Oct-19	Nov-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r728859887-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Gratuito y rápido. Al llegar del aeropuerto a la ciudad (la última parada de la línea A), se encuentran tantas curiosidades que pueden perder el museo. Resulta, que la visita allí es agradable y cómoda (dejando bolsas extra en taquilla), con exposiciones pequeñas, pero sutiles, suficiente para un novato en Málaga para introducción a su historia y tradiciones. 15 minutos eran suficientes y entrada gratuita. Tiene ascensor. Vale la pena visitar si está por la zona. Paseando.	Museo del Patrimonio Municipal	5	Feb-18	Mar-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r563994015-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Otro gran museo en Málaga. Quizás no llame tanto la atención como el recién inaugurado Museo de Málaga o el CAC, pero lo cierto es que este espacio alberga una espléndida colección de obras de arte; no muy amplia, pero si de una gran calidad. Su colección permanente se expone en tres salas y comprende obras que van desde el siglo XV hasta nuestros días. Cabe destacar obras como Los desposorios místicos de Santa Margarita, de Il Parmigianino, así como una buena muestra de la escuela malagueña del siglo XIX. Mi visita coincidió con una espléndida exposición temporal de Eugenio Chicano, donde en una treintena de obras nos muestra su particular visión de los paisajes andaluces. En cuanto al museo, es muy amplio y muy fácil de visitar. Mención aparte para la amabilidad del personal, en todo momento atento a ayudar y aconsejar. La entrada es gratuita y el horario de apertura, de martes a domingo de 10 a 14 y de 17 a 20 horas.	Museo del Patrimonio Municipal	5	Feb-17	Feb-17	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r456966109-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Interesante visita. El museo de la coracha acoge una buena muestra de arte malagueño, especialmente del siglo XIX. Para eso que llaman «arte» contemporáneo, mejor visitar el CAC. A destacar la entrega de las auxiliares de sala, la mayoría de ellas estudiantes de arte en prácticas, que suplen su escasa experiencia con mucha voluntad.	Museo del Patrimonio Municipal	4	Nov-15	Aug-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r411093356-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
«Museo». Nada especial, instalaciones descuidadas, muy cutre, anticuado... Podrían reutilizar ese edificio para algo mejor. La verdad es que está en un enclave muy bueno, pero no es nada atractivo ni tiene ninguna actividad; no vale para nada.	Museo del Patrimonio Municipal	1	Feb-16	May-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r371757582-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
"Imprescindible y... ¡gratis!
Magnífico espacio museístico situado a un paso del puerto (Muelle 1), al final del Paseo del parque. Hemos estado muchas veces: en la Noche en blanco (es una apuesta segura), con nuestros hijos pequeños, en pareja... Y siempre te sorprende. Los fondos del museo son impresionantes y el personal amabilísimo y muy profesional. Recomiendo especialmente llamar y reservar visita guiada (es gratuita) con Ana Belén, una magnífica historiadora del arte y mejor comunicadora. Nosotros hemos reservado por teléfono, preguntando por ella, y por mail. Se nota que ama su trabajo y te transmite ese amor. ¡Una joya! Hace también rutas guiadas (¡gratis!) por el centro monumental de la ciudad y también hemos asistido a talleres infantiles y teatro de guiñoles para niños en el mismo museo que organiza junto con otro compañero (siento no recordar su nombre). Las visitas son amenas y divertidas, interactivas y permiten tener una visión de Málaga nueva y refrescante. Por cierto, sé que también organiza visitas para personas con discapacidad. No os lo podéis perder (después podéis tomar unas tapas en frente, en el Muelle 1, y tendréis el colofón perfecto a un magnífico día)."	Museo del Patrimonio Municipal	5	Feb-16	Feb-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r345502141-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Museo gratuito. La estética del edificio rompe con la zona que lo rodea y esta zona es muy singular en Málaga: la zona de la Coracha. En su interior vamos a disfrutar de exposiciones itinerantes de la historia de la ciudad de Málaga.	Museo del Patrimonio Municipal	4	Oct-15	Feb-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r344688827-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Muy recomendable. Museo muy poco conocido y publicitado al que llegamos de casualidad. Buenas instalaciones y personal encantador. Actualmente, y hasta el día 27 de diciembre, exponen, entre otras cosas, la obra de Paco González San Agustín con excelentes fotos de Marruecos.	Museo del Patrimonio Municipal	4	Nov-15	Nov-15	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r329720918-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un museo interesante y poco conocido de la ciudad de Málaga. El edificio en sí desde el exterior más bien parece un bloque de oficinas, pero una vez se pasan las puertas y te adentras en sus salas vas descubriendo notas de la historia de Málaga. Varias salas con exposiciones permanentes del patrimonio malagueño y otras con exposiciones temporales, como la exposición actual «150 años de la llegada del ferrocarril Cordoba-Málaga», muy interesante, con fotografías y documentos de la época.	Museo del Patrimonio Municipal	4	Nov-15	Nov-15	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r328343415-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Bonito. Bonito museo que merece la pena visitar siestas en Málaga ya que está en una zona muy céntrica y bonita. El edificio es muy moderno y característico.	Museo del Patrimonio Municipal	4	Apr-15	Apr-15	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r268773805-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Precioso lugar; buen museo. Las instalaciones del museo son geniales y su contenido y exposición también muy buenos. Estuve para unas conferencias y tanto las instalaciones, habitaciones como personal muy amable y bueno. Apenas tuve tiempo de mirar detenidamente la colección del museo, pero lo poco que pude ver me gustó.	Museo del Patrimonio Municipal	4	Dec-14	Dec-14	https://www.tripadvisor.es/ShowUserReviews-g187438-d3936085-r245209851-Municipal_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Cuando menos interesante. Un extraordinario viaje por la obra de este magnífico pintor en el maravilloso marco de la restaurada casa y taller en Málaga del imaginero Pedro de Mena.	Museo Revello de Toro	4	Nov-19	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r747134867-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un espacio singular, para una colección muy singular. Situado en el antiguo taller que fuera de Pedro de Mena. Merece la pena, en primer lugar, pasear por sus salas y disfrutar de ese espacio en que se generaron tantas obras maestras de la imaginería, como la Magadelana penitente del Prado o el Cristo de la buena muerte, tan querido en Málaga y, luego, aconsejo sentarse en la biblioteca y tras descansar e ilustrarse sobre la obra de F. Revello de Toro, iniciar un paseo sosegado por la exposición. Una colección breve, pero intensa, reflejo de una época y sobre todo de un estilo. De una forma de mirar a la naturaleza desde la sensualidad. Muy recomendable.	Museo Revello de Toro	5	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r741542445-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Una sorpresa esperada y poco conocida. En un caserón antiguo del centro de Málaga encuentras una exposición de cuadros donde destaca la luz, el color y el retrato de la mujer. Espectacular la pintura.	Museo Revello de Toro	5	Oct-19	Oct-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r718034671-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Gran pintor. Pintor malagueño extraordinario, un artista del retrato realista con toques de modernidad, inigualable.	Museo Revello de Toro	5	Jul-19	Sep-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r710147945-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
¡¡Hay que visitarlo!! Si estás en Málaga, estás paseando por su casco histórico y te gusta la pintura, este es un museo que no deberías dejar de ver.	Museo Revello de Toro	5	Apr-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r701755121-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Visita recomendable. Visita recomendable en una sucesiva escapada a la ciudad a excepción de los admiradores del genial pintor. Buena ubicación, céntrico, localizado en la que fuera casa-taller del imaginero Mena, lo cual es un valor añadido al mismo. Personal amable dispuesto a ayudar al visitante. Sede de la colección permanente del legado realizado a su ciudad natal. Las características personales como pintor figurativo y gran retratista pueden resultar en obras repetitivas para aquellos que no conozcan su trabajo.	Museo Revello de Toro	4	Mar-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r697546676-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Buen museo. Muy bonitas obras de arte y el edificio también acompaña a visitarlo. Obras con mucha sencillez y buen gusto. Puedes estar un tiempo observándolas.	Museo Revello de Toro	4	Apr-18	Mar-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r660850692-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Precioso. Buen horario, buen precio. Iluminación perfecta. En silencio todas las salas. Muy acogedor y sin ruidos de la calle a pesar de estar en pleno centro.	Museo Revello de Toro	5	Jun-18	Feb-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r651798767-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
El legado de un gran pintor malagueño. El edificio que alberga el museo fue el antiguo taller de Pedro de Mena, como se puede comprobar al descubrir su historia nada más traspasar la puerta. Luego, en el interior, se encuentran algunas de las mejores obras del pintor malagueño que da nombre al museo.	Museo Revello de Toro	4	Dec-18	Feb-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r649645758-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un pequeño museo que bien merece una visita. En la que fue casa del célebre escultor Pedro de Mena se ubica ahora el museo de este pintor malagueño, particularmente conocido por sus espléndidos retratos, llenos de finura y buen gusto, en los que, con un dibujo sobresaliente y una técnica admirable, sabe sacar lo mejor de los retratados y, en particular, de las mujeres retratadas. También merecen atención sus bodegones. Aunque la medida de este gran pintor (de gusto clasicista) la dan sus óleos, en el museo se exhibe también una excelente colección de dibujos. La ubicación del museo, muy cerca de la catedral, y el propio edificio (un antiguo caserón con patio interior) son otros activos que justifican sobradamente la visita.	Museo Revello de Toro	4	Jan-19	Jan-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3670525-r644334389-Revello_de_Toro_Museum-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
No está nada cuidado. Para empezar, te cobran 5 €, aunque incluye 2 copitas de vino de Málaga (yo, a las 11 de la mañana, no bebo alcohol). La colección de etiquetas es estupenda, pero vistas algunas, vistas todas. No es un mal museo pero no está para nada cuidado. La iluminación es pésima, pocos focos alumbrando a donde no hay nada y vitrinas en las que tuve que poner la linterna del móvil para ver qué había dentro. Luego tienen otros detalles que también tendrían que mejorar, como son las etiquetas de las piezas, ridículas cuando las había y sin ninguna información sobre ellas, el nombre y poco más. No vale la pena pagar 5 € por esto; hay museos mucho más interesantes en Málaga para perder el tiempo en algo así.	Museo del Vino	1	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r746638762-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Totalmente recomendable. La visita por el museo ha sido muy interesante. Información concisa y ordenada. La chica, agradable, cercana y apasionada de su trabajo. Los vinos de las catas, muy muy ricos. Totalmente recomendable.	Museo del Vino	5	Nov-19	Nov-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r723238806-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
"Excelente museo. Pequeño, pero completo museo y Sara de inmejorable trato. Muy buena conversación y excelentes recomendaciones. Saludos desde México. 
Felicidades."	Museo del Vino	5	Mar-19	Mar-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r657728112-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
¡Un museo muy interesante (e infravalorado)! Sinceramente, este museo debería tener un mayor reconocimiento del que actualmente posee. Si te gusta el vino y eres una persona curiosa, lo vas a disfrutar bastante. Es un sitio muy bonito, económico, pequeño (excelente si tienes poco tiempo para hacer cosas) y con una atención al detalle muy adecuada. Muy informativo y completo ya que al final, por el precio de la entrada, te incluyen una cata de dos vinos de la zona. Quizás le falta ser un poco más interactivo (¿menos material de lectura por más video quizás?) para atraer al turista joven. Aunque sinceramente a nosotros (como jóvenes estudiantes) nos encantó su sencillez. Al mismo tiempo, es increíble tener el sitio no repleto de gente y tomarte tu tiempo para disfrutarlo. Un agradecimiento especial a Sara, ¡que tiene un encanto para llevar el museo!	Museo del Vino	5	Feb-19	Feb-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r653882852-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Historia del vino. Situado en el centro histórico de la ciudad, en el palacio de Biedmas, edificio que ha sido rehabilitado del siglo XVIII. Es un espacio en el que conviven la historia, cultura,  arte y  formación en torno a los vinos de la provincia de Málaga.	Museo del Vino	4	Oct-18	Oct-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r624512735-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Historia de los vinos de Málaga y más. Es un museo interesante para conocer la historia y especialidades vinícolas de la zona. Descubrirás más que los vinos dulces. También hay una extensa exposición de etiquetas históricas y antiguos aperos para cultivar y producir el vino. Es un museo pequeño, pero interesante si te interesa el tema. También está la sede del consejo regulador de la denominación de origen. Al final del recorrido se incluye una degustación de dos tipos de vino. Sara es la encargada de las visitas; es muy simpática y muy profesional informándote sobre los vinos de la zona. Si tienes preguntas, no lo dudes; Sara te las aclarará. Pasé una mañana estupenda aprendiendo sobre los vinos de Málaga. Gracias, Sara.	Museo del Vino	4	Sep-18	Sep-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r615117438-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Interesante. Es un museo pequeño en el que se exponen etiquetas y tipografía, así como artefactos relacionados con el vino de la región. También la historia, la fabricación y los distintos vinos. La entrada de 5 € incluye la cata de 2 vinos. Además, se pueden adquirir botellas de los distintos vinos. Nosotros compramos uno blanco que ya habíamos probado (Encina del Inglés) y un tinto, aconsejados por Sara, la encantadora encargada del museo (Los Aguilares) que hemos probado hoy, ya en casa, y nos ha gustado mucho. Así que muchas gracias, Sara, por la recomendación y por tu simpatía.	Museo del Vino	4	Aug-18	Sep-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r613175337-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Para conocer la historia del vino de Málaga. Es un museo pequeño, con un precio muy módico para entrar. La entrada puede incluir una degustación de dos tipos de vino al final del recorrido. La visita empieza en la planta baja en una sala con las etiquetas de diferentes momentos históricos del vino en Málaga. Se sube al primer piso donde se encuentra su historia en paneles, muy interesante. Para quien tiene poco  tiempo y, además, le gusta el vino, este es un lugar a visitar. No tiene audioguías, solo planchas en inglés, español, francés y alemán colocadas en las paredes. Al bajar, degustamos un vino blanco y uno dulce, ideal como digestivo. Las botellas se adquieren a precios razonables.	Museo del Vino	3	Jul-18	Jul-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r598366284-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un museo pequeño, pero interesante. Este museo ofrece la oportunidad de conocer y aprender algo sobre un tema tan interesante, e importante en la historia de la humanidad como es el vino, desde la Biblia hasta nuestros días. Puedes probar los vinos de la tierra malagueña, en una invitación que te ofrece el museo.	Museo del Vino	4	Mar-18	Jun-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r584429793-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Muy interesante. Me ha parecido un museo muy interesante donde conocer la historia de los vinos de Málaga. No es muy grande, pero está muy bien explicado todo. El trato de Sara, la recepcionista, excelente, muy simpática. La cata del final del recorrido, estupenda. La experiencia ha sido muy positiva, así que me alegra haber ido y lo recomiendo.	Museo del Vino	5	Jun-18	Jun-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d1438220-r584406019-Museo_del_Vino_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Centro de interpretación. ¡¡Me ha encantado!! Hay que tener en cuenta que no es un acuario; es un centro de interpretación del Mar de Alborán. Paula hizo un gran trabajo explicándonos como colaboran en la recuperación y protección de la biodiversidad de este ecosistema; fueron muy instructivas las indicaciones que dio durante la visita acerca de cómo identificar y rescatar cetáceos y/o tortugas marinas que pudiesen estar varadas en las playas. En estos momentos cuentan con una tortuga marina en recuperación.	Museo Alborania 	5	Mar-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r751406853-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
El Museo Alboranía - Aula del Mar debería estar en otro contexto. Como museo, muchos lo consideran pequeño. Es posible que así sea. Pero, la idea de este colectivo de amantes de la biofauna marina es la educación ambiental y no disponer de muchos acuarios y enseres marinos en la sede actual. Según mi humilde punto de vista, estas y otras instalaciones (acuarios/museo/hospital marino/administración/etc.) deberían estar por Sacaba Beach, al final de calle Pacífico, y sus instalaciones muy cerca del espeque submarino existente en esa playa. De esa manera, podrían tener suministro directo de agua para muchos acuarios, para el hospital marino, para estanques diversos de recuperación de tortugas, cetáceos, seláceos. También podrían contar con la ventaja estratégica de la cercanía del Paraje Natural de la Desembocadura del Guadalhorce, lugar donde estos profesionales desarrollan actividades de concienciación, prevención y conocimiento del medio natural y de la ornitofauna allí presente tanto habitual como migrante. También tiene buen acceso por carretera y... muchas cosas más podría contar, pero mis ideas son las reflexiones de alguien que conoce la zona desde hace muchos años. Espero que mis amigos del Aula del Mar las lean y reflexionen, sería un buen punto de partida.	Museo Alborania 	5	Jan-19	Jan-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r647843372-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Cerrado en sábado, contra lo que dice el horario. Nos hemos encontrado un cartel que decía: «cerrado todo el día por evento privado». Para ser una de las atracciones que más se promocionan en Malaga para niños, me parece poco serio. ¡Un sábado! A nuestros hijos les hacía ilusión...	Museo Alborania 	1	Nov-18	Nov-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r632366374-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Magnífico. Es un magnífico centro con una maravillosa labor. Muy educativo para conocer la fauna marina de nuestro mar y otras curiosidades, pero, además, hacen un encomiable trabajo de recuperar animales heridos.	Museo Alborania 	5	Jul-18	Jul-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r595918880-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Descuidado. Museo que podría ser muy interesante y ubicado en un lugar idóneo, pero que está falto de mantenimiento. Hay objetos y distintas exposiciones mal conservadas. Tiene un pontencial que no están aprovechando.	Museo Alborania 	3	Apr-18	Apr-18	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r576761322-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Malo y descuidado. Quitando un trozo de esqueleto de ballena, no hay nada de interés aquí. Había dos tortugas pequeñas en un estanque. Cuando llegamos, una de ellas tenía la cabeza atrapada en el tubo de desagüe y nadie se había dado cuenta. Avisé y al final tuve que sacarla yo mismo, medio muerta. Cuando me fui, el tubo seguía sin protección y nadie hacía nada. En fin, para no volver.	Museo Alborania 	1	Sep-16	Sep-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r419715677-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
¡De interaccion! ¡No esperéis ver acuario y multitud de peces! En definitiva, es un lugar que puede ser interesante para visitas guiadas, escolares, etc. Nosotras hicimos la visita solas; así que poco disfrutamos. Hay gran variedad de conchas para ver a través de microscopios, pero dos de ellos no funcionaban. :( ¡Tenían una tortuga en proceso de recuperación! ¡Y hay unos 6 miniacuarios!	Museo Alborania 	2	Sep-16	Sep-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r418049242-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
No lo recomiendo. Es un aula interactiva para que vayan los colegios con los críos, pero no para una visita con tu hijo. No es un acuario; solo hay peces y animales marinos de plástico. 7 € me parece excesivo para esto.	Museo Alborania 	1	Aug-16	Aug-16	https://www.tripadvisor.es/ShowUserReviews-g187438-d3752911-r411181004-Museo_Alborania-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
