text	Museo	Estrellas	Fecha de la visita	Fecha de la opinión	Enlace
Señorial. Solo por ver el edificio por dentro ya merece la pena la entrada. Qué patio tan señorial. Qué maravilla. Pero ciertas obras que expone son icónicas.	Museo de Málaga	5	Dec-19	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r750237524-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un imprescindible. Ya era hora de que Málaga volviera a tener un museo como Dios manda. He de adimitir que era la primera vez que entraba en el palacio de la aduana y no defraudó. La planta de arqueología muy completa y lo mejor el mosaico del nacimiento de Venus. La planta de arte muy completa con algún que otro Picasso. El almacén que está en la planta baja está abierto al público y no hay que perdérselo. La entrada es gratis para los ciudadanos de la Unión Europea y para los de fuera pagan 1,50 Euros.	Museo de Málaga	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r747941360-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Bellas artes y arqueológico juntos. El mejor museo de Málaga. Amplio horario, pues cierra a las 9 de la noche, 6 días a la semana abierto. Tiene la colección arqueológica y de pintura andaluza del siglo 19 y 20 fundamentalmente. Cuadros fascinantes de Enrique Simonet, paisajes marinos de Ocón o enigmáticos como Muñoz Degrain.	Museo de Málaga	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r747386809-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Joyas por descubrir. Informado por residentes en Málaga, visitamos el Palacio de la Aduana. SORPRESÓN. Enorme, espacioso, luminoso. Exquisítamente presentado al visitante, fácil de ver, pero... hay que ir a verlo como mínimo tres veces para entender todo el arte y la arqueología... GRATUITO.	Museo de Málaga	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r745761496-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Excelente colección de pintura. Museo muy interesante en un edificio precioso. Acceso gratuito. La colección de pintura es magnífica.	Museo de Málaga	5	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r740477547-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
En la ciudad de museos, este gratuito y excelente. Visité Málaga varias veces, siempre visité algún museo. Málaga es la ciudad del museo con el Picasso el Thyssen el Ruso... Este, situado en pleno centro, perfectamente restaurado en el edificio de la aduana, es fantástico tanto en la parte de arqueología como de pintura... Es gratuito y muy recomendable y subir a la terraza y restaurante... Este museo debería acoger el municipal de Málaga, muy escaso de obras de relieve y que veo solo es un gasto de personal y mantenimiento... Aconsejo visitar el museo de Málaga posiblemente en 2-3 ocasiones por la amplitud de obras y temas que aborda.	Museo de Málaga	5	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r740032637-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Dos museos en uno. Ubicado en el palacio de la aduana, edificio del siglo XVIII, ya de por sí una joya que merece su visita. Aquí es donde se erigió la primera aduana para controlar las mercancías que llegaban al puerto por mar y así poder cobrar aranceles. Ahora es la sede del Museo de Málaga, que integra a dos museos bajo el mismo techo: el Museo Provincial de Bellas Artes y el Museo de Arqueología Provincial, todo un lujazo. Nosotros fuimos un domingo que la entrada era gratis y nos impactó la gran cantidad de obras de arte y la calidad de los artistas como Picasso, Sorolla, Benlliure, Madrazo o José de Ribera, entre otros, y la gran colección de piezas arqueológicas del neolítico, fenicias o romanas, entre otras. Tardamos casi 2 horas que nos pasaron volando. Además, con la suerte de que aquí sí puedes hacer fotos a las obras expuestas. Si estas en Málaga es imperdonable no visitarlo.	Museo de Málaga	5	Oct-19	Oct-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r719465308-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
ESPECTACULAR. ¡Es un gran museo! Es nuevo y tiene grandes obras. Está muy bien ambientado y es gratis. Los malagueños están muy orgullosos de haber logrado tener esta joya.	Museo de Málaga	5	Sep-19	Oct-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r718618402-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Maravilla de museo. Un gran museo para Málaga con unas colecciones muy interesantes tanto en su sección de arqueología como en pintura.Las exposiciones con un exquisito gusto. Solo el edificio como tal es una fantástica obra arquitectónica.	Museo de Málaga	5	Aug-19	Sep-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r711453409-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Imprescindible. El edificio es excepcional y uno de los mejores de la ciudad. Afortunadamente rehabilitado como museo. Aunque costó casi 20 años y un dineral. Y no le costó el puesto a nadie... Dentro hay dos museos en realidad: el arqueológico y el de pinturas. El arqueológico tiene la novedad de que se presenta por colecciones junto a carteles explicativos sobre las personas que los coleccionaron, descubrieron, etc. Muchas veces vinculado a las familias ricas y/o más cultas de la ciudad. Todo muy didáctico y bien presentado e iluminado. Y dejan hacer fotos, lo que es muy de agradecer. El museo de pinturas es muy interesante ya que Málaga fue una ciudad rica en el XIX y tuvo o vinieron muy buenos pintores. Solo echo de menos un apartado de fotografía histórica en el museo. Muy recomendable. Imprescindible.	Museo de Málaga	5	Jul-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d11914853-r702542736-Museo_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Increíble colección de coches. Fantástica exposición de coches antiguos. Para mí fue un verdadero descubrimiento. He viajado hasta Francia para ver peor colección de coches. Muy bien conservados, algunos espectaculares. Muy bien el precio.	Museo Automovilístico y de la Moda	5	May-19	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r751168879-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Una muestra combinada de los autos clásicos más vistosos y la ropa de alta custura unidos en varios pabellones. Como periodista profesional especializado en el automovilismo, llegar al Museo Automovilístico de Teresa Prat 15 fue uno de los paseos que será recordado con mas cariño toda mi vida. Casi 50 años escribiendo sobre el automóvil se vieron aquí compensados pudiendo tocar (cuando no me veian) los clásicos más requeridos por los amantes de las cuatro ruedas. Se ven compensados en esta visita al ver exhibidos un De Dion-Bouton de 1903, un Minerva de 1904, un Richmond de 1909, El Barron Ackroyd (El Pampero) de 1914, uno de los primeros Renault modelo 1912, un Lancia Kappa de 1921, un Hispano Suiza de 1923, un Fiat 500 (Toppolino) de 1936, el coche de desfile de Mussolini, un Lancia Dilambda de 1934, un Citroën 1963 que enamoro al mismísimo General De Gaulle y, entre los más nuevos, un Aston Martin DB3 que mostró James Bond en sus primeros filmes, un coupé Mercedes Benz Ala de Gaviota, un Jaguar W-Type serie 1 de 1961 que en la exposición de Ginebra llegó a ser considerado en 2008 en una encuesta del Daily Telegraph como el más bonito que había visto en su vida según Enzo Ferrari. Además de los automoviles, se exhiben modelos de Christian Dior, Ives de Saint Laurent, Versace y otros maestros máximos de la moda femenina. Una visita imperdible.	Museo Automovilístico y de la Moda	5	Feb-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r748505672-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Sorprendente colección. A poco que te gusten los autos o hayas visto cine clásico disfrutarás de la visita. Sorprendentes coches del siglo XX hasta finales de los 60. Algunos modelos solo se pueden ver en 2 museos del mundo. Todo muy limpio, bien explicado, baños limpios amplios. Gratis los lunes de 2 a 4. Merece la pena la visita pagando los 10€.	Museo Automovilístico y de la Moda	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r747382192-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Impresionante. Hay que visitar este museo. Tiene una colección de coches impresionante. El sitio es muy fácil de encontrar.	Museo Automovilístico y de la Moda	5	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r746284284-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Sorpresa con los coches. Sorprende la enorme colección de coches y su estupendo estado de conservación. Vale la pena hacer una parada y disfrutar de un paseo por sus instalaciones.	Museo Automovilístico y de la Moda	4	Feb-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r742781954-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
No pierdan el tiempo. En un lugar maravilloso como Málaga hay cien museos más recomendables. Soy conocedor y coleccionista de coches clásicos por lo que conozco museos del tema. La cantidad y calidad es buena, no esperen nada fuera de lo común, pero hermosas piezas. Las restauraciones son exageradas como era tendencia hace unos veinte años, con lo que no sabemos si lo que vemos era original o tiene múltiples cambios. Un museo serio no los aceptaría jamás, solo se ven en colecciones privadas voluntariosas. Pero lo peor eran los carteles informativos que querían darle contexto o una nota de color totalmente delirante, del tipo «el coche de los dandis» o tonterías por el estilo, sin dar nada de información sobre la historia de lo que vemos. La parte de moda, de la que mi mujer es frecuente visitadora de museos, era peor aún. Muy decepcionado, ni siquiera la habitual tienda de regalos tenía nada interesante.	Museo Automovilístico y de la Moda	2	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r741815472-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
No muy interesante. Precio elevado. Una gran variedad de coches. Algunos indican que son únicos y no se pueden ver en ningún otro sitio. Algunos deberían estar más cuidados. Si no os interesa mucho el tema, podéis prescindir de la visita.	Museo Automovilístico y de la Moda	3	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r740761302-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Engañados. Los domingos por la tarde figura como gratuito. Llegamos con 7 niños para estar durante una hora y nos encontramos con dos chavales que informan que desde octubre no es gratuito. Tuvimos que entrar ya que fuimos explícitamente para eso con el importante desembolso económico. Además, estuvieron persiguiéndonos por cada una de las salas para que nos diéramos prisa porque iban a cerrar con el consiguiente agobio. Una pena porque el museo es muy interesante. Puse una reclamación. Hay buzón para ello.	Museo Automovilístico y de la Moda	1	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r738483990-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Interesante museo. El Museo Automovilístico de Málaga es un museo enfocado a la automoción. Su ubicación se encuentra en el antiguo edificio de la Real Fábrica de Tabacos de la ciudad de Málaga. Es impresionante ver los más de 100 vehículos en exposición y que pertenecen a distintas etapas. El primero de los vehículo que se ecuentra en exposición es del 1898. A su vez, este museo constituye una gran variedad de modelos de las grandes marcas: Lancia, Hispano Suiza, Rolls Royce, Bentley, Jaguar, Auburn, Mercedes, Bugatti, Ferrari... Asimismo, el museo tiene en su interior una sección de moda donde podemos observar los sombreros antiguos, sombrereras, maletas y trajes de época. ​	Museo Automovilístico y de la Moda	4	Mar-19	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r736093616-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Visita interesante. Hemos visitado el museo con nuestros perros. Ha sido una visita interesante y hemos podido disfrutarla juntos.	Museo Automovilístico y de la Moda	5	Dec-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d2049739-r735704336-Museo_Automovilistico_y_de_la_Moda-Malaga_Costa_del_Sol_Province_of_Malaga_Andal.html?m=19905
Expresionismo a un paso del centro. Por la calidad de lo expuesto: expresionismo, algo no tan general y fácil de encontrar. Por su ubicación, a un paso del centro de la ciudad antigua. Por encontrarse en un convento, por donde pasearon las monjas que aún comparten muros con las obras de arte. Por las actividades: cine, conciertos, poesia, teatro... Hasta talleres para niños. Por darle nueva vida a un barrio de toda la vida. En resumen. Un museo muy especial.	Museo Jorge Rando	5	May-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r735136810-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Más que un museo. Por su ubicación, originalidad, atención y actividades. Todo para sentir las obras que contiene. Imprescindible.	Museo Jorge Rando	5	Dec-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r734930869-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un museo diferente y con buen nivel cultural. El Jorge Rando de Málaga es un museo diferente y con buen nivel cultural (fondos permanentes y exposiciones temporales, actividades adicionales como cinemateca, etc.). El personal siempre muy atento y aportando información de buen nivel. Desde que se abrió vamos dos o tres veces cada año.	Museo Jorge Rando	5	Sep-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r734928039-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Fantástico museo. No tan conocido en la ciudad, pero esconde muchas obras fantásticas. El edificio es genial y la reforma espectacular.	Museo Jorge Rando	5	Dec-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r734926564-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Pequeño, pero único. Cuatro salas dedicadas al expresionismo; único en su estilo en España. Muchas actividades pictóricas y musicales. Interesante.	Museo Jorge Rando	4	Oct-19	Oct-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r716119008-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Como en casa. Además de que la obra expuesta te conmueve y ves otro tipo de pintura al que no estamos muy acostumbrados. Se siente uno como en casa, muy bien atentido por el personal del museo y por lo acogedor que es el espacio en sí. Es gratuito. He ido varias veces. Además, el museo da conferencias, trae exposiciones, música, etc. Una joya.	Museo Jorge Rando	5	Jul-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r701284818-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Un lugar memorable. Para quitarse el sombrero, siempre que seas de los elegidos que lo siguen utilizando. Para visitar y revisitar. Málaga también tiene estas sorpresas. No solo de Sol y playa vive el ser humano. ¡Acudid a quemaros en este museo!	Museo Jorge Rando	5	Aug-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r701224232-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Sorprendente. Un espacio polivalente. Disfrutas de las obras expuestas en intimidad con ellas o de sus eventos culturales que siempre te sorprenden por su calidad. Un museo vivo, que palpita. Un gran museo.	Museo Jorge Rando	5	Apr-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r701211892-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Museo expresionista. El diseño del edificio es fantástico. Y el trabajo de Rando, más allá de gustos particulares, muy interesante. El único pero fue el calor que había en todas las salas.	Museo Jorge Rando	4	Aug-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r698254041-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Muy recomendable. Ha sido un gran descubrimiento visitar este museo expresionista, la entrada es gratuita y el personal es sumamente atento. Darle las gracias a Armando Jiménez por realizar la visita guiada en inglés, por su excelente conocimiento de la obra de Jorge Rando y conseguir transmitirlo de una forma amena y cercana.	Museo Jorge Rando	4	Apr-19	Apr-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d6685840-r666550764-Museum_Jorge_Rando-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
¡¡Interactivo!! ¿En cuántos museos tienes la oportunidad de interactuar con las piezas que se exponen? En este museo hay salas específicas para tocar instrumentos. ¡¡Es divertidísimo!!	Museo Interactivo de la Música	5	Mar-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r750383451-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Volver y volver y volver. Me encanta este sitio. No sé cuántas veces he venido ya. Mi hijo va directo a las salas rojas a tocar los instrumentos. Es tremendamente divertido.	Museo Interactivo de la Música	5	Dec-19	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r750237206-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Muy bueno. Pero me faltó una figura de tuba de bloques y más tipo de merchandising de instrumentos de viento metal que no sean trompetas que están sobrevaloradas y que hubiera 3 tipos de batería y ninguno de tuba.	Museo Interactivo de la Música	3	Jan-20	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r745046672-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Una inspiración. Nuestra visita al MIMA fue uno de los mejores momentos en familia de nuestro recorrido por Andalucía. La colección es chica, pero rica y muy bien presentada y las numerosas zonas interactivas son perfectas para introducir tanto los más pequeños como los adultos a la música. El espectáculo de flamenco es muy intímo y de gran calidad. Nuestra hija de 4 años salió del museo diciendo que quiere ser guitarrista flamenca. :-)	Museo Interactivo de la Música	5	Dec-19	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r737688644-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
"Disfrutando con la música. Una interesante experiencia por descubrir en el corazón de Málaga. Huyendo de los museos comerciales masificados de la ciudad (Carmen Thyssen, Picasso y similares), decidí adentrarme en este, el Museo Interactivo de la Música de Málaga (MIMMA), atraído por la curiosa leyenda informativa ubicada en su exterior: «Se ruega tocar». Sin pensármelo dos veces, adquirí mi entrada (5 € de coste) y me sumergí en el fantástico mundo de la música. El museo, situado en un palacete y distribuido en tres plantas, está dividido en varias zonas perfectamente identificadas: 
-Blancas: unos espacios donde se muestran instrumentos y partes de gran tamaño, como una mano musical interactiva en el vestíbulo que me llamó bastante la atención.
-Negras: en estos espacios se enseñan las colecciones permanentes, haciendo el recorrido en sí por toda la historia de la música a través de instrumentos de gran belleza y valor de numerosas partes del mundo. Los paneles explicativos, además, son de gran aporte informativo y cultural, situándose asimismo por todo el museo pantallas interactivas para conocer, por ejemplo, cómo suenan distintos instrumentos oriundos de culturas remotas.
-Rojas: sin duda, las salas más interactivas y curiosas del museo, repartidas estratégicamente por todas las instalaciones. En estas dependencias se ubican instrumentos reales para poder ser tocados de forma libre por los visitantes. Para ello, por si no se tiene idea de cómo hacerlo, o por si se quiere perfeccionar la técnica, puede obtenerse la ayuda necesaria gracias a un «profesor virtual» que enseña a tocar correctamente instrumentos tan variopintos como el gong, la caja flamenca, la guitarra, el piano o el violín, entre otros.
Me gustaron bastante las señalizaciones, sencillas, pero muy completas para saber en cada momento hacia dónde dirigirse. Además, el museo es totalmente accesible a través de ascensores. Para completar la visita podemos subir a la terraza, donde tomar algo de forma relajada y contemplar las vistas. Junto a ella se ubican los aseos. De igual forma, el museo dispone de una tienda para adquirir un recuerdo de esta grata visita que repetiré en cuanto me sea posible ya que se pierde la noción del tiempo en su interior... y eso es una muy buena señal. Enhorabuena a todos los que mantienen viva la esencia de la música en este museo y la hacen accesible de un modo tan ameno y divertido."	Museo Interactivo de la Música	5	Nov-19	Nov-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r729497317-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Disfrute de la música. Además de un espectáculo flamenco de altísima calidad, tanto del eximio guitarrista que exhibió maravillosas variaciones melódicas y armónicas, así como de una cantaora excelente, se pudo apreciar una diversidad de instrumentos musicales. Recomendado.	Museo Interactivo de la Música	5	May-19	Nov-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r724537803-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Para melómanos. Extraordinaria exposición de instrumentos de los 5 continentes. Cuenta también con salas de experimentación en las que se ruega tocar los instrumentos. Ideal para niños de 0 a 99 años. Me llamaron mucho la atención dos instrumentos que simulan el «taconeo» de los distintos palos del flamenco. Son la Máquina de Melquiades y Carmen, de autor malagueño, una de las 3 que hay en el mundo. El MIMM, una experiencia altamente recomendable. El trato y la atención del personal es exquisito.	Museo Interactivo de la Música	5	Nov-19	Nov-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r723667733-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
HISTORIA VIVA DE LA MÚSICA. Este museo recorre toda la historia de la música desde los primeros instrumentos realizados por los seres humanos hasta los más modernos. Además, muchos de ellos se pueden tocar, teniendo así una experiencia interactiva.	Museo Interactivo de la Música	5	May-19	Oct-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r715800303-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Recomendable para amantes (y no amantes) de la música. Un museo genial, pensado para conocer e interactuar con la música. Imprescindible si váis con niños puesto que es un lugar genial. «Se ruega tocar» es el lema.	Museo Interactivo de la Música	5	Jun-19	Sep-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r711614372-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Sorpresa muy agradable. Visitamos el museo casi por casualidad. Andando por el centro de la ciudad, decidimos entrar para huir del calor y encontramos un lugar con ambiente mágico, original, que ofrece varias actividades para disfrutar de la música y su historia. Pasamos una hora sin apenas notarlo, un sitio para que la familia viva uno de esos momentos que hacen de las vacaciones unso días inolvidables.	Museo Interactivo de la Música	5	Aug-19	Aug-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d7394146-r697884838-Museo_Interactivo_de_la_Musica-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html?m=19905
Curioso. Qué cosas tan curiosas y pintorescas hay en este museo. Todo como muy... de otro mundo. De hace siglos.	Museo Unicaja de Artes y Costumbres Populares	4	Mar-20	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r750238289-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
No hay que perdérselo. Visita amena donde podemos ver expuestos enseres del sigo XIX y XX en un precioso palacete. Algunas de sus habitaciones se mantienen decoradas como antaño.	Museo Unicaja de Artes y Costumbres Populares	5	Sep-19	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r747135634-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Curioso. Tiene cositas curiosas de Málaga y está en un sitio del centro muy acogedor... Merece la pena ir por tan solo una hora de tu visita en Málaga.	Museo Unicaja de Artes y Costumbres Populares	5	Nov-19	Feb-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r742976300-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Un museo que debe visitarse... pese a no estar incluído en los circuitos principales. Claro que Málaga tiene unos museos famosos. Buen gusto en el orden y letreros descriptivos de lo allí existente; viéndolo te da una idea de lo que fue la Málaga de principios del siglo pasado. Enhorabuena a los que hicieron posible este museo y a los que están al frente de él.	Museo Unicaja de Artes y Costumbres Populares	5	Jan-20	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r741566638-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Como un museo etnológico. El edificio en sí ya es interesante para tener una idea de una casa malagueña del sigo pasado o anterior. Hay desde carruajes a trajes pasando por los utensilios utilizados por artesanos y agricultores. Pasarás un par de horas interesantes y divertidas.	Museo Unicaja de Artes y Costumbres Populares	4	Dec-19	Jan-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r740938724-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Excelente museo. Muy interesante museo en un edificio muy bonito con una colección muy completa con las distintas costumbres de la tierra como la pesca, las fiestas, los bautizos, el vino, el molino, la almazara, etc. Didáctico y entretenido.	Museo Unicaja de Artes y Costumbres Populares	5	Dec-19	Dec-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r731567104-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Viaje en el Tiempo muy interesante. Ubicado en un precioso edificio, rememora la vida en épocas anteriores. Muy bien conservado y muy ameno de visitar, totalmente recomendable.	Museo Unicaja de Artes y Costumbres Populares	4	Sep-19	Sep-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r708037552-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Interesante visita. El edificio que lo alberga y sus estancias (una antigua posada) ya merecen la pena por sí solos. Muy cuidado todo y con mucho encanto, manteniendo la esencia de lo que fue. Y luego, toda la colección de objetos de una memoria en la que algunos hemos tenido la oportunidad de rememorar determinadas vivencias de nuestra infancia. Para mi gusto, especialmente interesante la planta baja, dedicada básicamente a los oficios y a las actividades económicas.	Museo Unicaja de Artes y Costumbres Populares	4	Jun-19	Jun-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r681623155-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Visita cargada de historia y recuerdos para algunos. Nos muestra todas nuestras tradiciones y sus orígenes. Viaje en el tiempo al pasado muy enriquecedor.	Museo Unicaja de Artes y Costumbres Populares	5	Jun-18	Apr-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r666326625-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Poco visitado, pero muy completo. Museo muy completo en una casa típica, donde los que tenemos 60 años recordamos muchas cosas de nuestra niñez. No dejéis de visitarlo.	Museo Unicaja de Artes y Costumbres Populares	5	Mar-19	Mar-19	https://www.tripadvisor.es/ShowUserReviews-g187438-d592917-r662541141-Museo_de_Artes_y_Costumbres_Populares-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
Museo del vidrio. Málaga. Genial. Puede que no sea el más conocido de la ciudad, pero es una preciosidad, tiene piezas fantásticas y está muy cuidado. Puedes hacer la visita también en francés, que yo sepa, si lo solicitas. Si coincide que es Navidad, montan un Belén con piezas de Lladró maravilloso y de visita gratuita. No lo olvides si visitas Málaga o vives allí.	Museo del Vidrio y del Cristal	5	Dec-19	Mar-20	https://www.tripadvisor.es/ShowUserReviews-g187438-d1557607-r750749677-Museo_del_Vidrio_y_Cristal_de_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_And.html?m=19905
