text	genre	eval_entity_type	name	province	source	url	date	score
We came here whilst on holiday in la cala de mijas for my birthday; my boyfriend booked it as a surprise. We were welcomed into the restaurant and seated outside with great views overlooking the lake and surrounding apartments. We had a choice of 2 taster menus or a la carte- we opted for the 5 course classic taster menu with wine pairings. When each course arrived the sommelier described the paired wine and the dish was also explained; and any questions we had about the dishes were answered with knowledge. Each course was faultless (especially the octopus) considering we've eaten at Michelin establishments before, plus being poured extra wine and offered more bread with each course was a bonus. By the end of the 5 courses we were stuffed, plus the restaurant providing a proposal plate and champagne for my boyfriend to propose was the perfect ending. We want to say an extra thank you to the sommelier and Andrea (we think it was her second day working there) for looking after us the whole evening, and nothing was too much. We will definitely be back next time we're in the south of spain!	review	spanish	Restaurante El lago	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187439-d826466-Reviews-Restaurante_El_lago-Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-9-22	5
Called in at 18.00 place was empty, chose the days special of steak with jacket potato and vegetables. Waiter was very pleasant and we had a drink whilst waiting.The place soon filled up and when the meal arrived it didn't dissapoint. Really well presented and cooked.Waiter very good and although not over attentive was on hand if required. Complimentary cream liqueurs when settling the bill. Definitely going back.	review	seafood	Las Rias	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187440-d1508324-Reviews-Las_Rias-Torremolinos_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-3-20	5
Went here for my Birthday after doing my research. The ambience and waiting staff score high. But the food was unremarkable. The salad on the side order plates was limp and pathetic. Three things we ordered werent available- the wine we chose, the thai fish cakes and the green tea icecream. Chocolate icecream dosent really add anything to a thai meal. I expected a lot better.	review	asian	Naga	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g1207898-d2148297-Reviews-Naga-Puerto_Banus_Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2019-4-21	3
We really enjoyed our dinner at Palacio de Gallego. It's a lovely place with tables spread out in the courtyard of an old palace on a back street near the cathedral. It's a very romantic setting with the tables nicely spaced so you don't feel like you're squashed up against your neighbour. And the food - with meat & seafood coming straight off the barbeque - is just great. We started with some fried aubergines with honey and a goat's cheese salad. The former were superb - really light unlike some soggy, greasy versions of the same dish served elsewhere. Both starters were pretty large and in hindsight we could easily have shared one. For mains we had the octopus and the tuna. Absolutely amazing. Just delicious. The tuna was super rare so we had to ask them to pop it back on the flames for a few seconds which they were happy to do. When it returned it was perfect. The bill came in at around €70 including two small beers and two glasses of house wine so it's far from cheap by Andalusian standards. But it's well worth it. Just go. You won't regret it.	review	grill	Palacio De Gallego	JA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315912-d7084603-Reviews-Palacio_De_Gallego-Baeza_Province_of_Jaen_Andalucia.html	2015-9-7	5
Thanks to Haley and everyone at Lews yesterday, Sunday 10th April, for a lovely roast lunch for me and my mum, had the beef and chicken which were both so good and followed by cherry pie and homemade apple crumble which were both delicious. Then watched all there football as well for a perfect Sunday afternoon!! Thank you for everything and see you soon.	review	british	Lews Restaurant Bar	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g656870-d4258866-Reviews-Lews_Restaurant_Bar-Torrox_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2016-4-11	5
Dinner on NYE not a good idea at the best of times as restaurants seem unable to cope and this was no exceptin food was very mediocre €65 per head including wine and cava but quite honestly we'd rather have eaten at home!!! Not expensive by English standards but quite a lot for the Spanish pocket wouldn't return New Year or not!	review	international	Restaurante Sevillano	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315917-d2224984-Reviews-Restaurante_Sevillano-Nerja_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-1-7	1
Came here with my family, 6 adults ranging from 28 to 73 years old and 1 toddler ages 2.5, we sat outside and the view was nice but not the best there is to be had in the area I'm sure but you might not get the same quality of food and service elsewhere... Every single member of our party all thoroughly enjoyed our food (even my little boy who is getting very fussy ate all of his spag bol!) and the service was excellent, even when my son knocked over a full glass of juice, the waiter was brilliant. I definitely recommend this place!	review	italian	Peccati Di Gola	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g580271-d10686016-Reviews-Peccati_Di_Gola-Mijas_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2017-2-18	4
Lovely and excellent home made vegan food. Many options. I eat here every day at lunch and I take food with me for the evening. I had the chickpea soup, the zuchini tomato dish, broccoli pasta, the famous tortilla and yesterday at Valentine's day, they had a lovely vegan cake. The lady is very friendly and welcoming. All very tasty, filling and inexpensive food. My non-vegan friend like it also very much. Go there you all, if you are in Cadiz! The Mercado is a special experience. Don't miss La Veganesa!	review	spanish	La Veganesa	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187432-d10736259-Reviews-La_Veganesa-Cadiz_Costa_de_la_Luz_Andalucia.html	2018-2-15	5
We were welcomed by a staff member and went up in the lift to the terrace. The view was superb. We were the first guests to arrive. The waiter service was excellent. The menu was extensive and catered well for our mixed group, with a good choice of seafood, vegetarian and meat. The pork tomahawk was quite spectacular. The wine menu was good. We thoroughly enjoyed our meal. We will return when next in Seville and would happily recommend to family and friends.	review	spanish	Betis 7 Triana Experience	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d13940052-Reviews-Betis_7_Triana_Experience-Seville_Province_of_Seville_Andalucia.html	2020-2-14	5
The area seemed buzzing so we thought we'd try this place. Being our first time in spain we decided to try the national dish 'Paella'. We ordered the fish paella for the family. What we received was soggy rice. Couldn't really find any fish. Put us off Paella for life!! To top it off this cast us 50 euros. Could have made this at home for a pound! This is my first ever negative review on Tripadvisor. Don't come here!!	review	spanish	Restaurante Bar La Bouganvilla	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d4420469-Reviews-Restaurante_Bar_La_Bouganvilla-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2016-10-5	1
Went here twice on our 7 day holiday. And it wasn't just because of the food it was because of the lovely service and family atmosphere in the restaurant where you would get involved with other conversations amongst the owners, and other family's. It only offers outside seating but it sheltered and as it's in Spain, is very rarely a problem. Would definitely recommend if you're in the area.	review	seafood	The Town Frier	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g1078235-d10191339-Reviews-The_Town_Frier-Alcaucin_Province_of_Malaga_Andalucia.html	2020-3-15	4
We pre booked a table for 13 for our arrival in puerto banus on a hen weekend - everything was perfect. The table was laid out beautifully with balloons and gold confetti and the staff were so friendly and welcoming. The view of the beach js one of the best in the port. All our food was lovely and came our on time. We will definitely come back! Thanks for getting out hen weekend off to such a great start!	review	italian	Celebrities Gold Restaurant Pizzeria	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g1207898-d3293949-Reviews-Celebrities_Gold_Restaurant_Pizzeria-Puerto_Banus_Marbella_Costa_del_Sol_Provinc.html	2015-6-27	5
We must be grateful to Malaga City Council for allowing this Escuela de Hosteleria to continue teaching the arts of cooking and food service. The restaurant is set in magnificent gardens and a glass of cava on the terrace is a must. Then sit back and enjoy the most delicious foods and wine. This is an experience not to be missed and to be repeated as often as possible and quite frankly at a very reasonable price. Even if there was an equivalent in London, it would be at five times the price.	review	spanish	La Consula	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d1699921-Reviews-La_Consula-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-6-10	5
It was the first day of our holiday, we were tired from the journey and the long day so stopped here as it was the first restaurant along the promenade. The title says it all really, no complaints about the quality or quantity of the food or the value for money, but the service was average at best. There are so many restaurants along here that, unfortunately, average is not really good enough and so we did not return.	review	spanish	The Water Front	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d2628719-Reviews-The_Water_Front-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2017-6-7	3
We stopped here on our way back to the airport, the food was very nice and you got a whole round of drinks free once you had bought one round, there are many restaurants in the port and they are all very expensive for what you get, good location right next to the sea, I guess this is what you pay for, the staff were very pleasent.	review	grill	Gaucho Grill Benalmadena	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d4891120-Reviews-Gaucho_Grill_Benalmadena-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2014-6-12	4
Went there with party of 8. We had to book the day before. Food was fantastic. Especially the specials. Black pasta and fish were superb. Wine was excellent. Staff superb. Very frienfly and attentive but not over powering. Dining area inside has aircon and outside is sheltered from any breeze by a very smart set of glass screen. A must visit place. Not the cheapest meal we had but you get what you pay for.	review	italian	San Rocco	AL	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g644309-d1907348-Reviews-San_Rocco-Roquetas_de_Mar_Province_of_Almeria_Andalucia.html	2017-7-18	5
This is tucked away in a side street, the clientele mainly Spanish, so some basic Spanish maybe required. There are some meat dishes on the menu but this is not a place to go to eat meat. Freshly caught fish is displayed at the entrance which you can choose from, also there are various delicious freshly made salads. Very reasonable prices.	review	seafood	Casa Rafael Papa Erig	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d3974073-Reviews-Casa_Rafael_Papa_Erig-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-9-5	4
They are one busy pizza and pasta restaurant! It's always jammed packed with people any time of the day. We love their deliciously thin pizza vs the "sexy pasta" they are known for. We did try a few of their pasta over the course of a few visits but we think the true star of the place is their pizza. The owner or manager of the place is quite a charming guy with a great sense of humor. This casual Puerto Banus pizza heaven for us is always a must when we're in town!	review	italian	La Pappardella	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g1207898-d1003204-Reviews-La_Pappardella-Puerto_Banus_Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-8-14	4
The food is absolutely amazing and having had many trips to India and someone who eats Indian food regularly in the UK this restaurants food is truly amazing!!! The staff are always so friendly and the food always amazing! I visit every week when I am in Chiclana. If you like Indian you will love it, if you've never tried it you will love it. Well done Taj Mahal and staff 10/10!!!	review	indian	Taj Mahal Chiclana Spain	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187433-d6979376-Reviews-Taj_Mahal_Chiclana_Spain-Chiclana_de_la_Frontera_Costa_de_la_Luz_Andalucia.html	2017-6-30	5
I thought I would give this place another try after and awful experience last year just to give them the benefit of the doubt. What a mistake that was!! The service was just as bad this year. We left last year after waiting half an hour for a drink and still not getting it and this year we placed an order for four drinks and a bottle of water only and they couldn't manage to get that right first time either. The chef came out a one point arguing with a customer about what she ordered! I will definitely not be giving this a third chance which is a pity because it is in the beautiful church square in the centre of Competa.	review	arabic	Perico	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g675682-d2704355-Reviews-Perico-Competa_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2017-7-11	1
My son and I stopped by chance for lunch on Tuesday and shared tapas dishes. The food was good and the service was excellent. Despite the many restaurants available we chose to return for an evening meal on Thursday and were served once again by Manuela who gave helpful and delicious recommendations. We had eaten the previous evening at a very popular and highly rated restaurant and, for us, Mosaic was a much more enjoyable experience.	review	arabic	Restaurante Mosaico	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d4990739-Reviews-Restaurante_Mosaico-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2020-3-14	5
Just visited this restaurant & had a wonderful meal. Huge choice of menu but I am a very fussy eater and requested modifications to the wild mushroom pasta (no cream or salt). The most delicious mushroom linguine was served to me....exactly as ordered! My starter of bruschetta classico was also delicious. Husband ordered ham & mushroom pizza which he said was the best he has eaten in a long time. Wine menu was extensive & we were delighted with the Ribera Del Douro which waitress recommended. We will definitely return here before the end of our holiday. Thank you to the waitress & chef for listening to our requests. Also, to finish, we enjoyed limoncellos on the house. Do come here & enjoy fantastic evening!	review	italian	Bella Roma	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315917-d2328864-Reviews-Bella_Roma-Nerja_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-6-5	5
This looks like an Italian restaurant with a small board advertising the Paella. We got in and actually ordered one along with some garlic bread with cheese. We asked him to make the Paella spicy and what came out was something that we had not eaten in a long long time. One of the best Paella's that we have eaten so far. Simply amazing !	review	italian	Pasta Fresca Restaurante	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d4939873-Reviews-Pasta_Fresca_Restaurante-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-7-25	5
Called in for lunch 5 tapas and 2 beers only 10 Euro. All freshly cooked, you could select anything off tapas menu. Great value. Drinks very reasonable. Also enjoyed the best cocktails we've had all week for only 4.50 Euro. Had dessert too panna cotta, beautiful. This place deserves to do well. Staff are friendly, helpful and proud of their establishment. Pity it's our last day. Will be back in December. Thank you.	review	italian	274 Co	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d13393247-Reviews-274_Co-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-8-27	5
Went here for dinner one night as we were wandering the streets looking for somewhere to eat. Didn't realise it was Chinese at first but were seated quickly on the terrace, given prawn crackers while we decided on our food choices and drinks order was taken straight away. The food was excellent and the service was very quick. Good value for money meant a large tip. Would recommend and visit again.	review	chinese	Restaurant Asiatico Yuan	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315917-d6856414-Reviews-Restaurant_Asiatico_Yuan-Nerja_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-7-29	4
We were thrown off at first because the restaurant was outside of Ronda and in a residential area, but We LOVED this family restaurant. The food was DELICIOUS, but what made it one of our favorite restaurants on our trip was the warmth of the father and son who spent time talking to us. It is a special experience for sure! Worth the short trip outside of Ronda.	review	spanish	Tropicana	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g265784-d7691266-Reviews-Tropicana-Ronda_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2019-8-4	5
I really enjoyed my experience here. The food was delicious and very well prepared. I'd read that the dishes weren't very big so we ordered a lot (4 between us). It was too much food and when we couldn't eat the soup the restaurant refused to let us pay, even though we tried to insist. Excellent service, wonderful food. Will definitely go back.	review	asian	Moon	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d10174551-Reviews-Moon-Seville_Province_of_Seville_Andalucia.html	2019-2-25	5
Go here for lunchtime menu of half price pizzas.5-5.50 euros for huge freshly baked pizzas sat in great seating area right beside the ocean.This offer not available in August but otherwise all year round.Salads good too if a little pricey. Yes,the service can be a little tardy but no more than other places on the Playa at busy times of the year.	review	italian	Imperial Playa	AL	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g580270-d10312984-Reviews-Imperial_Playa-Mojacar_Province_of_Almeria_Andalucia.html	2016-7-23	4
I live 50 meters from this restaurant and love it. I try to go alone. When my wife is away. It is a place for adults, full of charming, talkative people eating great pig, lamb, beef, cooked on the grill, large glasses of red wine, superb baked potatoes stuffed with sour cream, Jamon to start, a small plate of cheese to finish. In the summer it is sweet relief from the chiringuitos, in winter, warm, cosy, a place I don't want to leave. May it continue long after I am gone.	review	spanish	El Botijo Malaga	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d1003863-Reviews-El_Botijo_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2019-8-14	5
La Paella Sevilla - owned and run by a Valencian family, is home to Seville's most reliable paella. Their menu is tiny, with only six choices, but that guarantees that they will be prepared to perfection. There were no vegan or vegetarian options, only seafood, and meat. You can add a sauce made of egg, olive, and garlic for 50p extra. You will also find fideuà (noodles instead of rice). After ordering they will heat it up in a microwave. I have tried paella de marisco (seafood), which was salty for my taste with some undercooked rice. I am not a food critic and maybe my taste bud is not made for this. Service was good, and for the price of just 3.5 Euros for a small seafood takeaway paella, you cannot expect more. I just wanted to taste it that is it - the small portion will be not enough for one person.	review	spanish	La Paella Sevilla	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d7254490-Reviews-La_Paella_Sevilla-Seville_Province_of_Seville_Andalucia.html	2019-12-24	3
Need I say more? Really? If you are thinking about your favorite pasta dish, dun. Except for lasagne, the creations are unique. I'd never thought pasta could be this interesting. Simple in style and ingredients, yet amazingly wonderful. Love the sacchettini, ravioli w pumkin. The tiramisu is the best I've ever had. Simple, intense flavours, no gimmicks. High quality chocolate powder dusted over it. Great selection of wines. Personable service, homey cosy little place. Portions are a little too healthy for me. But hey! that leaves space for desserts and more wines.	review	italian	La Dolce Vita	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g635886-d2224537-Reviews-La_Dolce_Vita-Rota_Province_of_Cadiz_Andalucia.html	2015-6-4	5
Nowhere near Nobu London or NYC standards, except for the price. We dined there Aug 22. Seems to cater to the hotel guests, rather than sushi lovers. Many kids and people ordering salads. Beautiful setting if you're on the terrace. Inside tables have too much noise. Friendly but inattentive service. Our sushi pieces had so much wasabi inside, that it overpowered and was hard to distinguish the type of fish. Rolls offered were nothing special. We have had better Black Cod and Tiger shrimp tempura in various sushi restaurants in Spain. Very disappointing. Nobu will lose its valuable brand name if it franchises to places like this.	review	japanese	Nobu Restaurant Lounge Marbella	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187439-d12528291-Reviews-Nobu_Restaurant_Lounge_Marbella-Marbella_Costa_del_Sol_Province_of_Malaga_Andalu.html	2017-8-25	1
We were looking through trip advisor for recommendations of a good local tapas restaurant, and Captains stood out. After a lovely welcome and a lovely cold cerveza, we were feeling confident but sadly the food was not able to maintain the level expected. There was nothing bad, but the menu seems a little confused and not enough choice with the tapas. With a little bit of TLC and menu adaptation this could be a gem.	review	international	Captains Mojacar International Tapas Restaurant	AL	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g580270-d2219575-Reviews-Captains_Mojacar_International_Tapas_Restaurant-Mojacar_Province_of_Almeria_Andal.html	2019-6-29	3
Been here every time we visit Marbs, the most welcoming , I don't like to call her a waitress , she's much more than that, owners wife tbh. She's brilliant, bubbly and attentive, superb brekkie , everything cooked as we like it. Coffee to die for , superb location, overlooking the sea. Also had early evening drinks there, great red vino , reasonably priced. Can't reiterate how the owners wife could teach so many others about customer orientation , brilliant.	review	british	Blue Palm	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187439-d4227898-Reviews-Blue_Palm-Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2016-11-23	5
A restaurant shows it's true colors on the day after Christmas, and La Marea did a very good job. They were able to get us a table despite how late it was during the afternoon meal and our service was splendid. No need to wait for ANYTHING throughout the entire meal. We had ensaladilla as our appetizer and it was delicious. I would wager that it is the best I've had in quite some time. The owner came out to meet us and put together a nice selection of seafood platters for us to try. We had miniature crab claws, mussels, and a nice fried fish surtido. Drinks were constantly being refilled and everything was delightful. Very highly recommended for your sea side if you are craving fresh fish or crustations.	review	seafood	La Marea de Marcos Restaurante Marisqueria	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g227869-d4168385-Reviews-La_Marea_de_Marcos_Restaurante_Marisqueria-Jerez_De_La_Frontera_Costa_de_la_Luz_A.html	2015-12-26	5
We called in without a reservation late afternoon. Had a table inside and were attended to immediately. Large selection of pastas and pizzas, with every kind of pasta and extras you can think of. The lasagne el forno was very tasty and well presented, the only criticism was the portion size, it was on the small side and didn't come with anything, the tiramisu made up for it and was substantial and gorgeous. Nice atmosphere and great to see the open kitchen and the chefs at work.	review	italian	Ginos Fuengirola	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315915-d12188180-Reviews-Ginos_Fuengirola-Fuengirola_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2018-9-16	4
Chose this restaurant at the last minute and got chicken Tandoori to start. Chicken was a bit dry and tough and the main was bland. My partner got the Spinach dish wish tasted of mulched Spinach and yoghurt. Pretty disappointing so this is only my opinion but wish I had been advised as I would have given it a miss.	review	indian	Harry s Restro	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d2099370-Reviews-Harry_s_Restro-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-9-9	3
Avoid at all costs. Food was like eating oily slop. Asked for extra spicy curry and it tasted of absolutely nothing. Food was that bad that myself and my partner could not eat it. I tried to tell the waitress who pretended she didnt understand what I was saying. Paid the bill (which was still full price even after complaining and eating nothing) and walked down the road to another restaurant for a pizza.	review	chinese	Palacio Chino	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g562812-d2361095-Reviews-Palacio_Chino-Benalmadena_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2019-4-17	1
We were a group of 4 and had been recommended this restaurant. The food was of a very high standard and all our dishes were excuse. We had tried to just call in the night before, but they were fully booked so we are glad we made a reservation. The service was also of a very high standard. Highly recommended...	review	spanish	Torres y Garcia	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d9561231-Reviews-Torres_y_Garcia-Seville_Province_of_Seville_Andalucia.html	2019-1-18	5
El Botijo started in Malaga, owned by Gaby and Jose from Haro, the main Rioja town in Northern Spain. The Malaga restaurant is always full of locals (I have never seen a tourist in there) due to the excellence of their meat, and lamb in particular. The appetizers and the main courses are simple presentations. For example, grilled asparagus is exactly that with sea salt and virgin olive oil. What they lack in flourishes they make up for in the quality of the ingredients and excellent of the cooking. There is a decent wine list of about 35 drinkables rather than an extensive selection. They opened a second restaurant just off the Carihuela in Torremolinos where Jose presides. The decor in very Spanish looking with dark woods, mounted animal skulls and paintings on the wall. The skulls are real and remainders from Jose's hunting trips. Dinner for 2 approximately 80 Euros including a 20 Euro wine (There are many below and some above).	review	spanish	El Botijo Malaga	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d1003863-Reviews-El_Botijo_Malaga-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2008-6-23	5
Charolais has been here many years and caters more to local people who know where to eat in the town centre. Originaly more of a Bodega that served quality food with an excellent wine list which from a mark up point of view is very fairly priced. The restaurant now has 3 sections, a fabulous modern tapas area, a covered terrace section which is great for smokers and the original central bodega. As with Los Manueles the meat is sourced from local farms and the owner is very passionate about everything he serves. If you are a cheese fan he serves a superb Manchego as a tapas of which he is very proud. This is more of a quality restaurant rather than a quick meal during a family holiday. A couple of the waiters do speak some English so you will manage to communicate what you want!! Fuengirola now seems to have some good options for quality food rather than just quick meals, this is certainly one of them.	review	spanish	Bodega Restaurante Charolais	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g315915-d2010963-Reviews-Bodega_Restaurante_Charolais-Fuengirola_Costa_del_Sol_Province_of_Malaga_Andaluci.html	2012-8-4	5
What a gem! Off the tourist trap circuit despite having a great location on the prettiest plaza in Cadiz. Almost always busy, with a great selection of wines on hand. We never ate on the restaurant side - always seemed to miss time this - but the food looks great. I might call it casual-gourmet-spanish. The attached store has the best bocadillos in town and beyond, and a huge selection of conservas, wines, etc. The staff seems to work tirelessly every single day, all hours that they are open, and are very helpful and efficient (you probably won't be bantering with them much as they are busy!).	review	spanish	El Chicuco	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187432-d9857436-Reviews-El_Chicuco-Cadiz_Costa_de_la_Luz_Andalucia.html	2016-11-7	5
We booked a table for 4 people Sunday Lunchtime. We arrived slightly early, but no table had been reserved for us. Eventually we were shown to a table and asked if we wanted drinks and given the menu. We ordered starters which took ages to arrive but were really nice. After waiting an hour and others around had been served with main courses we asked about ours and was told they were coming.... salmon in paper arrived in tin foil and stone cold, two tenderloin steaks one rare the other well done arrived both medium with dried up vegetables and the Argentine steak on a stone was all fat and gristle. I've seen better stewing steak. Two people asked for jacket potato but were served chips. The service was nil, one of us had to go to the bar and ask for coffee and the bill. When we complained the waiter didn't understand although two people at the table spoke fluent Spanish. Never again.	review	international	Safari Lounge	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g667510-d3172092-Reviews-Safari_Lounge-Torre_del_Mar_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2015-10-18	2
We visited this venue on our WeLoveMalaga tapas tour with Victor last Friday. I guess you'd describe it as a modern wine cellar which also serves tapas. Quite unusual and different from the other bars and restaurant's we'd visited. It really suited our taste. The tapas was more modern, and the wine was delicious. We were well looked after by our host Julian. We liked it so much, we returned the following lunchtime and talked to Julian about shipping some wine home. We've tried to ship wine in many different countries, and sometimes it proves very difficult to achieve. Not so at Los Patios de Beatas ! A great tasting, an easy transaction, and a very reasonable price. Plus we really enjoyed the food. Surprised this place hasn't got a higher rating on TA, but well worth a visit if you like your wine.	review	spanish	Los Patios de Beatas	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187438-d3704202-Reviews-Los_Patios_de_Beatas-Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2013-11-19	5
Visiting the Jewish Museum in Seville the young guide there told us that the old Jewish bath house was now the San Marco Restaurant. We decided to go that evening . The ground floor of this indoor / outdoor establishment was indeed a bath house , and from the wall and arches , back to Moorish times . The food offering is excellent as was our service , and all accompanied by a sold Spanish guitar player . We opted to share the degustation/ tapas menu with my wife adding an anchovie pasta dish . All was delicious. Chasing history and culture we were rewarded with a gastronomic delight .	review	italian	San Marco Barrio Santa Cruz	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d1123331-Reviews-San_Marco_Barrio_Santa_Cruz-Seville_Province_of_Seville_Andalucia.html	2019-8-6	5
Great seafood, excellent service, right on the beach. Followed the server's recommendations and had a whole fresh fish, which tasted very fresh. Also followed the server's recommendations on an appetizer and the wine and was not disappointed. We also ordered a tuna dish. which was good, but not great. I think 'rare' to us is a little different than 'rare' here, which I'm not going to fault them for. The perfect location to see the sunset, which was stunning.	review	seafood	La Ola Restaurant Lounge Bar	CA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g652101-d5801345-Reviews-La_Ola_Restaurant_Lounge_Bar-Conil_de_la_Frontera_Costa_de_la_Luz_Andalucia.html	2014-5-19	5
After visiting the Alcazar we stumbled upon this little gem, since we have been in Spain for days now we wanted to try a different cuisine so that's why we were happy to walk into this Lebanese place. The manager is extremely friendly and attentive, and even mentioned we were ordering too much food (which was of course appreciated). The food was delicious - the labaneh and kebe chamieh specially- as was the rest of the dishes ordered, and the baklava and tea as well. Would absolutely recommend, service was fast and prices reasonable.	review	arabic	El Rincon De Beirut	SE	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187443-d6417818-Reviews-El_Rincon_De_Beirut-Seville_Province_of_Seville_Andalucia.html	2018-9-18	5
We have been here many times and it's because it's a place where you can dress up and eat inside or relax outside under the stars. We sat in the window inside as it wasn't a warm evening but we had a heater close by and it wasn't very busy so we had full attention by the staff, sadly the young girl serving us was a little too eager to serve that I had to ask her to wait before bringing main course or we would have been finished in an hour! We shared a starter and I had the stir fry which was fabulous however very pricey for a simple dish. We decided to sit in their lounge area afterwards for a digestive and suddenly there was no staff! Waited a long time but it was nice chatting and sitting comfortably. The decor is amazing and you feel like you are in a lodge in Africa which I love best about this place.	review	spanish	Trocadero Arena	MA	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g187439-d2391436-Reviews-Trocadero_Arena-Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html	2019-4-8	4
We always visit San Rocco when we are in Roquetas - the food is always excellent quality. Yes you can get cheaper elsewhere, but you do get what you pay for! The decor and service is lovely .Leave room for tiramisu which I prefer to the cheesecake ( one day I might go and just have two sweets then I can have both!).	review	italian	San Rocco	AL	Tripadvisor	https://www.tripadvisor.com/Restaurant_Review-g644309-d1907348-Reviews-San_Rocco-Roquetas_de_Mar_Province_of_Almeria_Andalucia.html	2016-2-17	5
